Health_Metric,School_Metric,R_Squared,File,N_Counties
% Severe Housing Cost Burden,CHARTER_PER_10K,0.23607581497496055,severe_housing_cost_burden.csv,11
% Children in Poverty (White),MIDDLE_PER_10K,0.23515083536476689,children_in_poverty.csv,13
Injury Death Rate,MIDDLE_PER_10K,0.23355423753469562,injury_deaths.csv,13
% Long Commute - Drives Alone,PAROCHIAL_PER_10K,0.2327030695835145,long_commute__driving_alone.csv,12
% Excessive Drinking,MIDDLE_PER_10K,0.23118918475216943,excessive_drinking.csv,13
% Drive Alone to Work,MIDDLE_PER_10K,0.23071698830429033,driving_alone_to_work.csv,13
Teen Birth Rate (AIAN),MIDDLE_PER_10K,0.2302958905007385,teen_births.csv,11
YPLL Rate (White),COLLEGE_PER_10K,0.22986054676020384,premature_death.csv,12
% Homeowners,COLLEGE_PER_10K,0.22972225586501083,homeownership.csv,12
% Adults with Diabetes,CHARTER_PER_10K,0.22831809455465435,diabetes_prevalence.csv,11
% Drive Alone (White),COLLEGE_PER_10K,0.22803941057910904,driving_alone_to_work.csv,12
Injury Death Rate (AIAN),PRIMARY_PER_10K,0.2278887496458175,injury_deaths.csv,11
Preventable Hosp. Rate (AIAN),MIDDLE_PER_10K,0.22742929679014612,preventable_hospital_stays.csv,11
Drug Overdose Mortality Rate (Hispanic),PAROCHIAL_PER_10K,0.22650886074112775,drug_overdose_deaths.csv,10
YPLL Rate (AIAN),SCHOOLS_PER_10K,0.22574859478309373,premature_death.csv,11
Injury Death Rate (AIAN),MIDDLE_PER_10K,0.2242552381943872,injury_deaths.csv,11
Preventable Hosp. Rate (White),PRIMARY_PER_10K,0.223888536139205,preventable_hospital_stays.csv,13
% Homeowners,SCHOOLS_PER_10K,0.22078178637552803,homeownership.csv,13
Injury Death Rate (AIAN),SCHOOLS_PER_10K,0.22038147417534582,injury_deaths.csv,11
Suicide Rate (Age-Adjusted),COLLEGE_PER_10K,0.22010748702220617,suicides.csv,12
% Vaccinated (AIAN),MIDDLE_PER_10K,0.22000883866990795,flu_vaccinations.csv,12
% Fair or Poor Health,MIDDLE_PER_10K,0.21946865523651338,poor_or_fair_health.csv,13
% Native Hawaiian/Other Pacific Islander,COLLEGE_PER_10K,0.2186432403100339,demographics.csv,12
Teen Birth Rate,PAROCHIAL_PER_10K,0.21718873751190115,teen_births.csv,12
% LBW (White),CHARTER_PER_10K,0.21406411783620038,low_birthweight.csv,11
% Drive Alone (White),MIDDLE_PER_10K,0.21319671640753146,driving_alone_to_work.csv,13
% Screened (Hispanic),PAROCHIAL_PER_10K,0.21296887677104748,mammography_screening.csv,12
Years of Potential Life Lost Rate,CHARTER_PER_10K,0.21204106248887522,premature_death.csv,11
% Physically Inactive,SCHOOLS_PER_10K,0.21153134432163556,physical_inactivity.csv,13
Injury Death Rate (White),COLLEGE_PER_10K,0.21143321280462268,injury_deaths.csv,12
% Drive Alone (White),SCHOOLS_PER_10K,0.2113611429614719,driving_alone_to_work.csv,13
Violent Crime Rate,COLLEGE_PER_10K,0.2097533918827662,violent_crime.csv,12
Crude Rate,SCHOOLS_PER_10K,0.20943663040560145,suicides.csv,12
% Some College,MIDDLE_PER_10K,0.20818151593883205,some_college.csv,13
% Some College,PRIMARY_PER_10K,0.20780508188986846,some_college.csv,13
Suicide Rate (Age-Adjusted),CHARTER_PER_10K,0.20728646464751743,suicides.csv,11
Teen Birth Rate (White),SCHOOLS_PER_10K,0.20680836162676153,teen_births.csv,13
Suicide Rate (Hispanic),SCHOOLS_PER_10K,0.20559415581710738,suicides.csv,10
% LBW (AIAN),PAROCHIAL_PER_10K,0.20457328517831352,low_birthweight.csv,11
% Physically Inactive,PRIMARY_PER_10K,0.2044120853063237,physical_inactivity.csv,13
YPLL Rate (AIAN),COLLEGE_PER_10K,0.20373565078313494,premature_death.csv,11
% Children in Poverty (White),COLLEGE_PER_10K,0.2031687561419515,children_in_poverty.csv,12
% Children in Poverty,PAROCHIAL_PER_10K,0.2009530113309067,children_in_poverty.csv,12
Other Primary Care Provider Rate,MIDDLE_PER_10K,0.19921855578898717,other_primary_care_providers.csv,13
Crude Rate,CHARTER_PER_10K,0.19918189021077914,suicides.csv,11
% Adults with Obesity,COLLEGE_PER_10K,0.19743770128964855,adult_obesity.csv,12
% Black,PRIMARY_PER_10K,0.19738973861782194,demographics.csv,13
Primary Care Physicians Rate,SCHOOLS_PER_10K,0.1931048902256004,primary_care_physicians.csv,13
Teen Birth Rate (AIAN),COLLEGE_PER_10K,0.19301551420737761,teen_births.csv,11
Teen Birth Rate (Hispanic),PRIMARY_PER_10K,0.19179921262020405,teen_births.csv,13
% Adults with Obesity,SCHOOLS_PER_10K,0.19166941875486487,adult_obesity.csv,13
% Native Hawaiian/Other Pacific Islander,CHARTER_PER_10K,0.19022131035343515,demographics.csv,11
% Drive Alone (Hispanic),PRIMARY_PER_10K,0.189276518468263,driving_alone_to_work.csv,13
MV Mortality Rate (Hispanic),CHARTER_PER_10K,0.18855849311707762,motor_vehicle_crash_deaths.csv,10
Primary Care Physicians Rate,PAROCHIAL_PER_10K,0.18809149887650412,primary_care_physicians.csv,12
Primary Care Physicians Rate,PRIMARY_PER_10K,0.18779885842030852,primary_care_physicians.csv,13
YPLL Rate (White),SCHOOLS_PER_10K,0.1869322333555986,premature_death.csv,12
% Drive Alone (Hispanic),MIDDLE_PER_10K,0.1869000495967188,driving_alone_to_work.csv,13
% Uninsured,CHARTER_PER_10K,0.186620071949277,uninsured_adults.csv,11
Social Association Rate,MIDDLE_PER_10K,0.18513370606387625,social_associations.csv,13
Dentist Rate,CHARTER_PER_10K,0.18343049978495074,dentists.csv,11
% Disconnected Youth,PAROCHIAL_PER_10K,0.18216564692930182,disconnected_youth.csv,12
% Female,PAROCHIAL_PER_10K,0.18200583911361712,demographics.csv,12
Firearm Fatalities Rate,CHARTER_PER_10K,0.18194916935793026,firearm_fatalities.csv,11
% Low Birthweight,PRIMARY_PER_10K,0.18143108565411037,low_birthweight.csv,13
Motor Vehicle Mortality Rate,CHARTER_PER_10K,0.18129581896517555,motor_vehicle_crash_deaths.csv,11
Teen Birth Rate (White),CHARTER_PER_10K,0.18023727047886906,teen_births.csv,11
Violent Crime Rate,PRIMARY_PER_10K,0.17965263243678076,violent_crime.csv,13
Teen Birth Rate (Hispanic),SCHOOLS_PER_10K,0.1792629315443709,teen_births.csv,13
MV Mortality Rate (White),SCHOOLS_PER_10K,0.17910058428631248,motor_vehicle_crash_deaths.csv,12
Violent Crime Rate,MIDDLE_PER_10K,0.17843886242839646,violent_crime.csv,13
% LBW (White),PAROCHIAL_PER_10K,0.17685762251879722,low_birthweight.csv,12
% Drive Alone (AIAN),SCHOOLS_PER_10K,0.17619655806442813,driving_alone_to_work.csv,11
% Fair or Poor Health,PAROCHIAL_PER_10K,0.17260076908907473,poor_or_fair_health.csv,12
% Asian,CHARTER_PER_10K,0.1713359546710138,demographics.csv,11
Primary Care Physicians Rate,MIDDLE_PER_10K,0.17112609006856283,primary_care_physicians.csv,13
Preventable Hospitalization Rate,MIDDLE_PER_10K,0.1710896902022213,preventable_hospital_stays.csv,13
Violent Crime Rate,SCHOOLS_PER_10K,0.16963629422781323,violent_crime.csv,13
Violent Crime Rate,CHARTER_PER_10K,0.16859271113083785,violent_crime.csv,11
Teen Birth Rate (White),PRIMARY_PER_10K,0.16787020120437512,teen_births.csv,13
Teen Birth Rate (White),COLLEGE_PER_10K,0.16724759896859354,teen_births.csv,12
MV Mortality Rate (White),PRIMARY_PER_10K,0.1665423681632474,motor_vehicle_crash_deaths.csv,12
% Smokers,MIDDLE_PER_10K,0.16590728029325974,adult_smoking.csv,13
Years of Potential Life Lost Rate,PAROCHIAL_PER_10K,0.16517548465895626,premature_death.csv,12
Suicide Rate (Age-Adjusted),PAROCHIAL_PER_10K,0.16368512254827616,suicides.csv,12
% 65 and over,COLLEGE_PER_10K,0.16311485259537484,demographics.csv,12
% Uninsured,CHARTER_PER_10K,0.162945174171244,uninsured.csv,11
Crude Rate,COLLEGE_PER_10K,0.16238237500308084,suicides.csv,12
% Smokers,PAROCHIAL_PER_10K,0.1608150495562466,adult_smoking.csv,12
Suicide Rate (Hispanic),CHARTER_PER_10K,0.16076272936179903,suicides.csv,10
Injury Death Rate (Hispanic),PAROCHIAL_PER_10K,0.16037226097192891,injury_deaths.csv,12
% Uninsured,MIDDLE_PER_10K,0.159959684456364,uninsured_children.csv,13
% Drive Alone (AIAN),PAROCHIAL_PER_10K,0.15933910729767187,driving_alone_to_work.csv,11
Age-Adjusted Death Rate,CHARTER_PER_10K,0.15806027545432433,premature_ageadjusted_mortality.csv,11
% Frequent Mental Distress,PAROCHIAL_PER_10K,0.1570522111376249,frequent_mental_distress.csv,12
% Long Commute - Drives Alone,CHARTER_PER_10K,0.15597330750788518,long_commute__driving_alone.csv,11
% LBW (AIAN),MIDDLE_PER_10K,0.15420200391628924,low_birthweight.csv,11
Drug Overdose Mortality Rate (White),COLLEGE_PER_10K,0.1534665452279529,drug_overdose_deaths.csv,11
% Adults with Obesity,PRIMARY_PER_10K,0.15255537399802332,adult_obesity.csv,13
% Children in Poverty (Hispanic),SCHOOLS_PER_10K,0.15253712564774902,children_in_poverty.csv,13
% Adults with Obesity,MIDDLE_PER_10K,0.15217275700194943,adult_obesity.csv,13
% Children in Poverty (Hispanic),PRIMARY_PER_10K,0.15168178227040496,children_in_poverty.csv,13
% 65 and over,PRIMARY_PER_10K,0.15149578114397222,demographics.csv,13
% Physically Inactive,CHARTER_PER_10K,0.14955025590751025,physical_inactivity.csv,11
Injury Death Rate (AIAN),PAROCHIAL_PER_10K,0.1492543704873892,injury_deaths.csv,11
% Children in Poverty,CHARTER_PER_10K,0.14887989089469167,children_in_poverty.csv,11
% Physically Inactive,PAROCHIAL_PER_10K,0.1484383633074,physical_inactivity.csv,12
% Driving Deaths with Alcohol Involvement,SCHOOLS_PER_10K,0.1478812626341406,alcoholimpaired_driving_deaths.csv,13
% Children in Poverty (AIAN),PAROCHIAL_PER_10K,0.14745852524631897,children_in_poverty.csv,12
% Enrolled in Free or Reduced Lunch,CHARTER_PER_10K,0.14697453904884106,children_eligible_for_free_or_reduced_price_lunch.csv,11
% Drive Alone (Hispanic),SCHOOLS_PER_10K,0.14669184998509266,driving_alone_to_work.csv,13
% Drive Alone (White),PAROCHIAL_PER_10K,0.14342882730800566,driving_alone_to_work.csv,12
% Frequent Physical Distress,CHARTER_PER_10K,0.14268521582938154,frequent_physical_distress.csv,11
Child Mortality Rate,CHARTER_PER_10K,0.1421571842810483,child_mortality.csv,11
% Vaccinated (Hispanic),PAROCHIAL_PER_10K,0.14127652996132012,flu_vaccinations.csv,12
Other Primary Care Provider Rate,CHARTER_PER_10K,0.1411538850439774,other_primary_care_providers.csv,11
% Children in Poverty (AIAN),SCHOOLS_PER_10K,0.13955427944094623,children_in_poverty.csv,12
Suicide Rate (Hispanic),PRIMARY_PER_10K,0.1388984834790683,suicides.csv,10
Primary Care Physicians Rate,COLLEGE_PER_10K,0.13794703874092074,primary_care_physicians.csv,12
% Screened (White),CHARTER_PER_10K,0.1364934457567124,mammography_screening.csv,11
YPLL Rate (White),PRIMARY_PER_10K,0.13612865395366147,premature_death.csv,12
HIV Prevalence Rate,CHARTER_PER_10K,0.13591872056564935,hiv_prevalence.csv,11
% Children in Poverty (White),PAROCHIAL_PER_10K,0.13444814904088953,children_in_poverty.csv,12
% LBW (White),SCHOOLS_PER_10K,0.13428970536369,low_birthweight.csv,13
Drug Overdose Mortality Rate,CHARTER_PER_10K,0.13377713857903473,drug_overdose_deaths.csv,11
Age-Adjusted Death Rate,PAROCHIAL_PER_10K,0.13327710421695338,premature_ageadjusted_mortality.csv,12
% Low Birthweight,CHARTER_PER_10K,0.13317347071357044,low_birthweight.csv,11
Crude Rate,PRIMARY_PER_10K,0.13281982866197972,suicides.csv,12
Teen Birth Rate (Hispanic),PAROCHIAL_PER_10K,0.127860449123528,teen_births.csv,12
Preventable Hosp. Rate (Hispanic),PRIMARY_PER_10K,0.1277485163248695,preventable_hospital_stays.csv,13
Crude Rate,PAROCHIAL_PER_10K,0.12746914148123178,suicides.csv,12
Drug Overdose Mortality Rate (White),SCHOOLS_PER_10K,0.1274149505298855,drug_overdose_deaths.csv,11
Injury Death Rate (Hispanic),PRIMARY_PER_10K,0.12699353854493323,injury_deaths.csv,13
% Some College,COLLEGE_PER_10K,0.12647672475313454,some_college.csv,12
% Food Insecure,MIDDLE_PER_10K,0.1260983812411166,food_insecurity.csv,13
% Not Proficient in English,COLLEGE_PER_10K,0.12602185351869366,demographics.csv,12
Infant Mortality Rate,PAROCHIAL_PER_10K,0.12512686263584105,infant_mortality.csv,12
Infant Mortality Rate,CHARTER_PER_10K,0.1240134563559252,infant_mortality.csv,11
YPLL Rate (AIAN),PRIMARY_PER_10K,0.1228959633330805,premature_death.csv,11
% Single-Parent Households,PAROCHIAL_PER_10K,0.12274414879419082,children_in_singleparent_households.csv,12
YPLL Rate (Hispanic),COLLEGE_PER_10K,0.12206290612298865,premature_death.csv,12
% LBW (White),COLLEGE_PER_10K,0.11942604802822199,low_birthweight.csv,12
% less than 18 years of age,PAROCHIAL_PER_10K,0.11932915371582531,demographics.csv,12
% Rural,PAROCHIAL_PER_10K,0.1182177681858343,demographics.csv,12
Firearm Fatalities Rate (White),PAROCHIAL_PER_10K,0.11655944003659957,firearm_fatalities.csv,12
Teen Birth Rate (AIAN),PAROCHIAL_PER_10K,0.11616435326054686,teen_births.csv,11
% Adults with Diabetes,PAROCHIAL_PER_10K,0.11366657502472066,diabetes_prevalence.csv,12
Suicide Rate (White),PAROCHIAL_PER_10K,0.11349088362768867,suicides.csv,12
Homicide Rate,PAROCHIAL_PER_10K,0.11271576588068866,homicides.csv,12
% American Indian & Alaska Native,CHARTER_PER_10K,0.11064239137596688,demographics.csv,11
% Frequent Mental Distress,CHARTER_PER_10K,0.11002877132030209,frequent_mental_distress.csv,11
Teen Birth Rate (White),PAROCHIAL_PER_10K,0.10975522595053311,teen_births.csv,12
% Screened (Asian),CHARTER_PER_10K,0.10974967802219959,mammography_screening.csv,10
Injury Death Rate,PAROCHIAL_PER_10K,0.10953865739020374,injury_deaths.csv,12
% Vaccinated (White),CHARTER_PER_10K,0.10921468046293681,flu_vaccinations.csv,11
Primary Care Physicians Rate,CHARTER_PER_10K,0.10627495367234652,primary_care_physicians.csv,11
% Physically Inactive,COLLEGE_PER_10K,0.10612783636163559,physical_inactivity.csv,12
% Drive Alone to Work,PAROCHIAL_PER_10K,0.1058300117990354,driving_alone_to_work.csv,12
% Screened (Hispanic),COLLEGE_PER_10K,0.10494783114159634,mammography_screening.csv,12
YPLL Rate (Hispanic),CHARTER_PER_10K,0.10348696630714127,premature_death.csv,11
% Black,CHARTER_PER_10K,0.10267156874776984,demographics.csv,11
Drug Overdose Mortality Rate (White),CHARTER_PER_10K,0.10229736549710722,drug_overdose_deaths.csv,11
% LBW (White),MIDDLE_PER_10K,0.1022704563588891,low_birthweight.csv,13
Preventable Hosp. Rate (Hispanic),CHARTER_PER_10K,0.1019126258652634,preventable_hospital_stays.csv,11
Preventable Hosp. Rate (Hispanic),COLLEGE_PER_10K,0.10168064800527665,preventable_hospital_stays.csv,12
% Food Insecure,CHARTER_PER_10K,0.10112632095450547,food_insecurity.csv,11
% Adults with Obesity,PAROCHIAL_PER_10K,0.10103133260794372,adult_obesity.csv,12
% Female,PRIMARY_PER_10K,0.09967708481018112,demographics.csv,13
Firearm Fatalities Rate (White),CHARTER_PER_10K,0.09791861289622639,firearm_fatalities.csv,11
Child Mortality Rate,PAROCHIAL_PER_10K,0.09577081184915082,child_mortality.csv,12
% Frequent Physical Distress,PAROCHIAL_PER_10K,0.09515097949063422,frequent_physical_distress.csv,12
Mental Health Provider Rate,SCHOOLS_PER_10K,0.09462293753069628,mental_health_providers.csv,13
% With Access to Exercise Opportunities,PAROCHIAL_PER_10K,0.09342528038833031,access_to_exercise_opportunities.csv,12
% American Indian & Alaska Native,PAROCHIAL_PER_10K,0.09274996890317289,demographics.csv,12
Other Primary Care Provider Rate,PAROCHIAL_PER_10K,0.09271755128019366,other_primary_care_providers.csv,12
% Vaccinated (Hispanic),PRIMARY_PER_10K,0.0926977605667405,flu_vaccinations.csv,13
% 65 and over,SCHOOLS_PER_10K,0.091471833809325,demographics.csv,13
% Some College,PAROCHIAL_PER_10K,0.09103248725868962,some_college.csv,12
% 65 and over,CHARTER_PER_10K,0.08985139671250941,demographics.csv,11
% Children in Poverty (Hispanic),MIDDLE_PER_10K,0.08902250832940761,children_in_poverty.csv,13
% Driving Deaths with Alcohol Involvement,COLLEGE_PER_10K,0.0881157666905743,alcoholimpaired_driving_deaths.csv,12
Injury Death Rate (AIAN),CHARTER_PER_10K,0.08728873692820338,injury_deaths.csv,10
Preventable Hospitalization Rate,CHARTER_PER_10K,0.08698075725902887,preventable_hospital_stays.csv,11
% Vaccinated (AIAN),CHARTER_PER_10K,0.08660647120008225,flu_vaccinations.csv,11
% Vaccinated,PAROCHIAL_PER_10K,0.08507254606343584,flu_vaccinations.csv,12
% Screened (Hispanic),MIDDLE_PER_10K,0.08442494109124965,mammography_screening.csv,13
% Screened (AIAN),MIDDLE_PER_10K,0.0843395502507075,mammography_screening.csv,12
% Food Insecure,PAROCHIAL_PER_10K,0.08138782881714413,food_insecurity.csv,12
% Hispanic,PAROCHIAL_PER_10K,0.08096911126291917,demographics.csv,12
% Drive Alone to Work,PRIMARY_PER_10K,0.08015013805075522,driving_alone_to_work.csv,13
% Hispanic,COLLEGE_PER_10K,0.0789997881789477,demographics.csv,12
Teen Birth Rate (Hispanic),COLLEGE_PER_10K,0.07887111457393525,teen_births.csv,12
Mental Health Provider Rate,PRIMARY_PER_10K,0.0779454263453444,mental_health_providers.csv,13
Firearm Fatalities Rate,PAROCHIAL_PER_10K,0.07763970112887231,firearm_fatalities.csv,12
Mental Health Provider Rate,PAROCHIAL_PER_10K,0.07751072937919767,mental_health_providers.csv,12
% Vaccinated (Hispanic),SCHOOLS_PER_10K,0.07735080115237403,flu_vaccinations.csv,13
% Unemployed,PRIMARY_PER_10K,0.0760818822241609,unemployment.csv,13
% Excessive Drinking,CHARTER_PER_10K,0.07600093332667368,excessive_drinking.csv,11
% 65 and over,MIDDLE_PER_10K,0.0753212253500749,demographics.csv,13
% With Annual Mammogram,CHARTER_PER_10K,0.07456796256077547,mammography_screening.csv,11
% Vaccinated (Hispanic),MIDDLE_PER_10K,0.07315408991634231,flu_vaccinations.csv,13
% Vaccinated (Black),CHARTER_PER_10K,0.07296973569736431,flu_vaccinations.csv,10
Preventable Hosp. Rate (Hispanic),SCHOOLS_PER_10K,0.07260742180848823,preventable_hospital_stays.csv,13
High School Graduation Rate,MIDDLE_PER_10K,0.07019679725994787,high_school_graduation.csv,13
% Low Birthweight,COLLEGE_PER_10K,0.06956984164432378,low_birthweight.csv,12
Firearm Fatalities Rate,COLLEGE_PER_10K,0.06844192621396616,firearm_fatalities.csv,12
% Vaccinated (AIAN),PAROCHIAL_PER_10K,0.06790150252743243,flu_vaccinations.csv,12
Dentist Rate,SCHOOLS_PER_10K,0.0675451079025946,dentists.csv,13
% Children in Poverty (Hispanic),CHARTER_PER_10K,0.06752157590909691,children_in_poverty.csv,11
Chlamydia Rate,PAROCHIAL_PER_10K,0.06732739707959845,sexually_transmitted_infections.csv,12
Dentist Rate,PAROCHIAL_PER_10K,0.06711641037012561,dentists.csv,12
% Drive Alone (AIAN),COLLEGE_PER_10K,0.06616913441551664,driving_alone_to_work.csv,11
% Asian,PAROCHIAL_PER_10K,0.0649721686806779,demographics.csv,12
Dentist Rate,PRIMARY_PER_10K,0.06469212017217918,dentists.csv,13
% Unemployed,SCHOOLS_PER_10K,0.06389509182924125,unemployment.csv,13
Dentist Rate,MIDDLE_PER_10K,0.06319425741254003,dentists.csv,13
% Screened (Hispanic),SCHOOLS_PER_10K,0.06204033195674563,mammography_screening.csv,13
% With Annual Mammogram,PAROCHIAL_PER_10K,0.06161919817836037,mammography_screening.csv,12
% Children in Poverty (AIAN),PRIMARY_PER_10K,0.0605614293042529,children_in_poverty.csv,12
% Children in Poverty (AIAN),COLLEGE_PER_10K,0.060554246761875596,children_in_poverty.csv,12
% Screened (White),PAROCHIAL_PER_10K,0.0597841298856171,mammography_screening.csv,12
% 65 and over,PAROCHIAL_PER_10K,0.058097884196883665,demographics.csv,12
Mental Health Provider Rate,COLLEGE_PER_10K,0.057785564974171644,mental_health_providers.csv,12
% With Access to Exercise Opportunities,CHARTER_PER_10K,0.05692417924460713,access_to_exercise_opportunities.csv,11
% Uninsured,MIDDLE_PER_10K,0.05647736184808272,uninsured.csv,13
% Female,MIDDLE_PER_10K,0.056293267525853175,demographics.csv,13
Preventable Hosp. Rate (AIAN),COLLEGE_PER_10K,0.05455475765115958,preventable_hospital_stays.csv,11
YPLL Rate (Hispanic),PAROCHIAL_PER_10K,0.054399731876106694,premature_death.csv,12
% Vaccinated (White),PAROCHIAL_PER_10K,0.05351266465257487,flu_vaccinations.csv,12
% Screened (Asian),MIDDLE_PER_10K,0.05324644906168019,mammography_screening.csv,10
% Uninsured,MIDDLE_PER_10K,0.05303663194487995,uninsured_adults.csv,13
% LBW (White),PRIMARY_PER_10K,0.053010625882882745,low_birthweight.csv,13
% Drive Alone (Hispanic),PAROCHIAL_PER_10K,0.052906155157400936,driving_alone_to_work.csv,12
Preventable Hosp. Rate (AIAN),SCHOOLS_PER_10K,0.05185840386560758,preventable_hospital_stays.csv,11
Injury Death Rate (White),MIDDLE_PER_10K,0.04963416202550097,injury_deaths.csv,13
% Drive Alone to Work,SCHOOLS_PER_10K,0.049076468936553264,driving_alone_to_work.csv,13
% Native Hawaiian/Other Pacific Islander,PAROCHIAL_PER_10K,0.048128560025596734,demographics.csv,12
Motor Vehicle Mortality Rate,PAROCHIAL_PER_10K,0.047784584377553174,motor_vehicle_crash_deaths.csv,12
Preventable Hosp. Rate (Hispanic),PAROCHIAL_PER_10K,0.04635112949792819,preventable_hospital_stays.csv,12
Preventable Hosp. Rate (White),PAROCHIAL_PER_10K,0.046182893179001816,preventable_hospital_stays.csv,12
Injury Death Rate (White),PRIMARY_PER_10K,0.04596133070018937,injury_deaths.csv,13
Other Primary Care Provider Rate,COLLEGE_PER_10K,0.044163799770352785,other_primary_care_providers.csv,12
Juvenile Arrest Rate,CHARTER_PER_10K,0.04243085590716966,juvenile_arrests.csv,11
% Screened (AIAN),PAROCHIAL_PER_10K,0.04237532581981285,mammography_screening.csv,12
% Homeowners,CHARTER_PER_10K,0.041557149193416354,homeownership.csv,11
% Enrolled in Free or Reduced Lunch,PAROCHIAL_PER_10K,0.04126928341250946,children_eligible_for_free_or_reduced_price_lunch.csv,12
Injury Death Rate (Hispanic),COLLEGE_PER_10K,0.04109953527098642,injury_deaths.csv,12
% Black,PAROCHIAL_PER_10K,0.03874592734614224,demographics.csv,12
Preventable Hosp. Rate (White),CHARTER_PER_10K,0.0385913788526292,preventable_hospital_stays.csv,11
% Severe Housing Problems,MIDDLE_PER_10K,0.03810444701238491,severe_housing_problems.csv,13
% Severe Housing Problems,CHARTER_PER_10K,0.03771379276734532,severe_housing_problems.csv,11
% Homeowners,PAROCHIAL_PER_10K,0.03710470938371202,homeownership.csv,12
% Severe Housing Cost Burden,PAROCHIAL_PER_10K,0.03694996539726436,severe_housing_cost_burden.csv,12
MV Mortality Rate (White),CHARTER_PER_10K,0.03689063921217206,motor_vehicle_crash_deaths.csv,11
% Not Proficient in English,PAROCHIAL_PER_10K,0.036405205778749616,demographics.csv,12
Injury Death Rate (White),CHARTER_PER_10K,0.03610618176631608,injury_deaths.csv,11
% LBW (AIAN),COLLEGE_PER_10K,0.03466243328878904,low_birthweight.csv,11
% Female,SCHOOLS_PER_10K,0.03458151363888562,demographics.csv,13
% LBW (AIAN),SCHOOLS_PER_10K,0.034543857493566255,low_birthweight.csv,11
Drug Overdose Mortality Rate (White),PRIMARY_PER_10K,0.03438423162848181,drug_overdose_deaths.csv,11
Drug Overdose Mortality Rate,MIDDLE_PER_10K,0.034210638456110276,drug_overdose_deaths.csv,12
% Female,COLLEGE_PER_10K,0.03371833070466135,demographics.csv,12
Injury Death Rate (White),SCHOOLS_PER_10K,0.033432128017639506,injury_deaths.csv,13
YPLL Rate (White),CHARTER_PER_10K,0.03277200560872662,premature_death.csv,11
% Not Proficient in English,SCHOOLS_PER_10K,0.03111317245391343,demographics.csv,13
% Screened (AIAN),COLLEGE_PER_10K,0.03002299012713272,mammography_screening.csv,12
Suicide Rate (White),CHARTER_PER_10K,0.02996737102211633,suicides.csv,11
% Screened (Hispanic),PRIMARY_PER_10K,0.029893931797321027,mammography_screening.csv,13
Preventable Hosp. Rate (Hispanic),MIDDLE_PER_10K,0.029751968656060668,preventable_hospital_stays.csv,13
Chlamydia Rate,MIDDLE_PER_10K,0.029463012658523247,sexually_transmitted_infections.csv,13
Firearm Fatalities Rate,MIDDLE_PER_10K,0.02899203144502338,firearm_fatalities.csv,12
Preventable Hosp. Rate (AIAN),PRIMARY_PER_10K,0.02898259377919421,preventable_hospital_stays.csv,11
% Children in Poverty (White),CHARTER_PER_10K,0.02858032824131107,children_in_poverty.csv,11
% Severe Housing Problems,PAROCHIAL_PER_10K,0.027846069418820507,severe_housing_problems.csv,12
% Limited Access to Healthy Foods,CHARTER_PER_10K,0.0268131416547307,limited_access_to_healthy_foods.csv,11
% LBW (AIAN),PRIMARY_PER_10K,0.026505642389149875,low_birthweight.csv,11
% Drive Alone (Hispanic),COLLEGE_PER_10K,0.02608725881853613,driving_alone_to_work.csv,12
% Limited Access to Healthy Foods,PAROCHIAL_PER_10K,0.025951378189553176,limited_access_to_healthy_foods.csv,12
% Physically Inactive,MIDDLE_PER_10K,0.025516131634437444,physical_inactivity.csv,13
% Unemployed,MIDDLE_PER_10K,0.025088780891254547,unemployment.csv,13
Suicide Rate (Hispanic),PAROCHIAL_PER_10K,0.024016986014351094,suicides.csv,10
Chlamydia Rate,CHARTER_PER_10K,0.02260965745853305,sexually_transmitted_infections.csv,11
% Uninsured,PAROCHIAL_PER_10K,0.02251496444330492,uninsured_adults.csv,12
Other Primary Care Provider Rate,SCHOOLS_PER_10K,0.021961310456154903,other_primary_care_providers.csv,13
% Hispanic,MIDDLE_PER_10K,0.021413951814253873,demographics.csv,13
% Non-Hispanic White,PAROCHIAL_PER_10K,0.020852796260513395,demographics.csv,12
% Screened (AIAN),PRIMARY_PER_10K,0.019962268731333777,mammography_screening.csv,12
Drug Overdose Mortality Rate (Hispanic),CHARTER_PER_10K,0.01923546496492845,drug_overdose_deaths.csv,10
% LBW (Hispanic),CHARTER_PER_10K,0.0176940375223702,low_birthweight.csv,11
Injury Death Rate (Hispanic),CHARTER_PER_10K,0.017621387820905388,injury_deaths.csv,11
% Homeowners,MIDDLE_PER_10K,0.01714308647962226,homeownership.csv,13
Firearm Fatalities Rate,SCHOOLS_PER_10K,0.01558332798691886,firearm_fatalities.csv,12
HIV Prevalence Rate,PAROCHIAL_PER_10K,0.015427681598447207,hiv_prevalence.csv,12
% Not Proficient in English,MIDDLE_PER_10K,0.014570362933844394,demographics.csv,13
% Unemployed,PAROCHIAL_PER_10K,0.013312274713353611,unemployment.csv,12
% Children in Poverty (AIAN),CHARTER_PER_10K,0.01284731106216841,children_in_poverty.csv,11
Other Primary Care Provider Rate,PRIMARY_PER_10K,0.012593686800373982,other_primary_care_providers.csv,13
% Vaccinated (Asian),CHARTER_PER_10K,0.012371776524637057,flu_vaccinations.csv,10
MV Mortality Rate (Hispanic),PAROCHIAL_PER_10K,0.01237023972260809,motor_vehicle_crash_deaths.csv,11
